source,author,title,description,content,url,image_url,published_at
HuffPost,HuffPost,Marjorie Taylor Greene Hits Trump With Brutal Question Over Record Diesel Prices,The one-time Donald Trump acolyte also warned “all of you pathetic hypocritical maga cult accounts and bots.”,"Former Rep. Marjorie Taylor Greene (R-Ga.) continued her damning criticism of Donald Trump on Sunday, once again taking aim at the president over sky-high diesel prices.
On X, the Trump acolyte-turn… [+2139 chars]",https://www.huffpost.com/entry/marjorie-taylor-greene-donald-trump-diesel_n_6ab0baece4b09ae538908d57,https://img.huffingtonpost.com/asset/69a52d071500007f6401a11d.jpeg?cache=ziRRR0bc0h&ops=1200_630,2026-09-21T06:13:36Z
The Times of India,Anupam Nagar,US Market: Fed's Kashkari says US inflation still too high despite rate hike,"Minneapolis Fed President Neel Kashkari said US inflation remains too high and is broad-based, extending beyond recent energy price increases, with persistent pressures across services and other parts of the economy. His comments highlight the challenge of br…","Minneapolis Federal Reserve President Neel Kashkari said inflation remains too high across the US economy, extending beyond the recent surge in energy prices and underscoring the challenge facing pol… [+2249 chars]",https://economictimes.indiatimes.com/markets/us-stocks/wall-street-guide/us-market-feds-kashkari-says-us-inflation-still-too-high-despite-rate-hike/articleshow/134381681.cms,"https://img.etimg.com/thumb/msid-134381792,width-1200,height-630,imgsize-2237913,overlay-etmarkets/articleshow.jpg",2026-09-21T06:13:32Z
The Times of India,Anupam Nagar,US Market: Fed's Kashkari says US inflation still too high despite rate hike,"Minneapolis Fed President Neel Kashkari said US inflation remains too high and is broad-based, extending beyond recent energy price increases, with persistent pressures across services and other parts of the economy. His comments highlight the challenge of br…","Minneapolis Federal Reserve President Neel Kashkari said inflation remains too high across the US economy, extending beyond the recent surge in energy prices and underscoring the challenge facing pol… [+2094 chars]",https://economictimes.indiatimes.com/markets/us-stocks/news/us-market-feds-kashkari-says-us-inflation-still-too-high-despite-rate-hike/articleshow/134381681.cms,"https://img.etimg.com/thumb/msid-134381792,width-1200,height-630,imgsize-2237913,overlay-etmarkets/articleshow.jpg",2026-09-21T06:13:32Z
Biztoc.com,theguardian.com,UK urged to strengthen financial muscle of national wealth fund to aid economy,"Unions, thinktanks and others say overhaul could provide investment Britain needs
Unions, thinktanks, environmental groups and charities have come together to call on ministers to boost the financial firepower of the national wealth fund to empower it to inve…","Unions, thinktanks and others say overhaul could provide investment Britain needsUnions, thinktanks, environmental groups and charities have come together to call on ministers to boost the financial … [+142 chars]",https://biztoc.com/x/823498e7f969a4b2,https://biztoc.com/cdn/823498e7f969a4b2_s.webp,2026-09-21T06:11:12Z
Hurriyet Daily News,hurriyetdailynews.com,Iran economy contracts during US war: Official statistics,"Iran's economy contracted by more than 10 percent during the Middle East war, which began with U.S.-Israeli attacks in late February.","TEHRAN
(FILES) Shopkeepers arrange dried fruits and nuts in front of their shop at a market in Tehran on August 24, 2026. Iran's economy contracted by more than 10 percent during the Middle East war… [+1012 chars]",https://www.hurriyetdailynews.com/iran-economy-contracts-during-us-war-official-statistics-227113,https://image.hurimg.com/i/hurriyet/75/200x200/6ab0ca5029066eaba7b37699.jpg,2026-09-21T06:11:02Z
Abcnews.com,GEIR MOULSON Associated Press,Germany's Merz faces struggle after humiliating regional election defeat,"German Chancellor Friedrich Merz faces a struggle to stabilize his position and keep his agenda on track after voters inflicted two more defeats on his party, ejecting it from a state legislature for the first time","BERLIN -- German Chancellor Friedrich Merz faced a struggle to stabilize his position and keep his agenda on track Monday after voters inflicted two more defeats on his party, ejecting it from a stat… [+3164 chars]",https://abcnews.com/Business/wireStory/germanys-merz-faces-struggle-stay-track-after-humiliating-136611241,https://i.abcnewsfe.com/a/1ae4ee25-2cb8-480c-86e2-bc9b6267b8e4/wirestory_f8cae1d2218962a0200ab26186053028_16x9.jpg?w=1600,2026-09-21T06:10:00Z
PCMag.com,Ali El Sayed,EA Sports FC 27 Review,A meaningful step forward hidden behind trial and error,"EA Sports FC 27 is the first entry in a while where I can actually feel meaningful progress in the football rather than simply spot it on a feature list. Defending asks more from you, attacking movem… [+11655 chars]",https://me.pcmag.com/en/gaming/38103/ea-sports-fc-27-review,https://sm.pcmag.com/t/pcmag_me/photo/default/83hgsb_3u8s.1200.jpg,2026-09-21T06:07:23Z
Hurriyet Daily News,hurriyetdailynews.com,Türkiye targets 2.1 million more jobs by 2029,"Türkiye aims to increase employment by about 2.13 million people over three years under its new Medium-Term Program, which includes measures to expand childcare, support young jobseekers and prepare workers for changes in the economy.","ANKARA
Türkiye aims to increase employment by about 2.13 million people over three years under its new Medium-Term Program, which includes measures to expand childcare, support young jobseekers and … [+1810 chars]",https://www.hurriyetdailynews.com/turkiye-targets-2-1-million-more-jobs-by-2029-227112,https://image.hurimg.com/i/hurriyet/75/200x200/6ab0c844242e1cf6f86a41a5.jpg,2026-09-21T06:01:44Z
BusinessLine,cuelive,Apurva.ai Evolves Apurva LENS from an Organisational Product to a Platform for the Development Ecosystem,Apurva.ai Evolves Apurva LENS from an Organisational Product to a Platform for the Development Ecosystem,"BENGALURU, India , Sept. 21, 2026 /PRNewswire/ -- Apurva.ai , an AI-enabled public-good digital infrastructure working with over 50 global organisations, today announced a new platform model for Apur… [+8811 chars]",https://www.thehindubusinessline.com/brandhub/pr-release/apurva-ai-evolves-apurva-lens-from-an-organisational-product-to-a-platform-for-the-development-ecosystem/article71490316.ece,https://bl-i.thgim.com/public/incoming/poy32q/article71490314.ece/alternates/LANDSCAPE_1200/cec-logo-full-color-cmyk-900px-w-300ppi.jpg,2026-09-21T06:00:23Z
Naturalnews.com,Sterling Ashworth,Chinaâs Holdings of U.S. Debt Fall to 18-Year Low,"China reduced its holdings of U.S. Treasury securities to the lowest level in 18 years, according to U.S. Treasury Department data released this week. The decline marks a continuation of a long-term trend in which Beijing has steadily decreased its exposure t…","China reduced its holdings of U.S. Treasury securities to the lowest level in 18 years, according to U.S. Treasury Department data released this week. The decline marks a continuation of a long-term … [+5443 chars]",https://www.naturalnews.com/2026-09-21-china-holdings-us-debt-fall-year-low.html,https://www.naturalnews.com/wp-content/uploads/sites/91/2026/09/china-treasury-holdings-us-treasury-securities-treasury-international-capital-4267-original.jpg,2026-09-21T06:00:00Z
Naturalnews.com,Mike Adams,The Cheapest Food You’ll Ever See: Why I Believe a Global Food Shock Is Coming by 2027,"The Global Food Shock Is Already Baked In I just walked out of a product acquisition meeting with my staff at Health Ranger Store, and the numbers on the table were worse than anything I expected to see this year. The cost of shipping a single unit of freeze-…","The Global Food Shock Is Already Baked In
I just walked out of a product acquisition meeting with my staff at Health Ranger Store, and the numbers on the table were worse than anything I expected to… [+11524 chars]",https://www.naturalnews.com/2026-09-21-global-food-shock-is-coming-by-2027.html,https://www.naturalnews.com/wp-content/uploads/sites/91/2026/09/global-food-shock-food-inflation-fertilizer-shortage-4333-original.jpg,2026-09-21T06:00:00Z
Business Standard,The Conversation,"Iran war pushes diesel to record high prices, with no relief on the horizon",The inflation-adjusted price of diesel in late August was about as high as it was in 2022 and has likely risen further,"Diesel fuel prices in the US continue to break all-time records, hitting $6.28 a gallon as a national average on Sept. 14, 2026, and they arent likely to come down anytime soon. Because diesel is the… [+6368 chars]",https://www.business-standard.com/world-news/iran-war-pushes-diesel-to-record-high-prices-with-no-relief-on-the-horizon-126092100286_1.html,https://bsmedia.business-standard.com/_media/bs/img/article/2026-08/21/thumb/fitandfill/1200X628/1787278148-9945.JPG,2026-09-21T05:58:11Z
Biztoc.com,dailykos.com,Trump’s economist takes lying to an Olympian level on Fox News - “Strong economy with low inflation”,"“If you tell the truth, you don’t have to remember anything” ― Mark Twain (attributed)
On Sunday, National Economic Council Director Kevin Hassett (Trump’s economist) talked with Fox News’s Peter Doocy. They discussed Americans’ dismal view of the economy’s c…","If you tell the truth, you dont have to remember anything Mark Twain (attributed)On Sunday, National Economic Council Director Kevin Hassett (Trumps economist) talked with Fox Newss Peter Doocy. They… [+140 chars]",https://biztoc.com/x/dd65056f3157acd8,https://biztoc.com/cdn/dd65056f3157acd8_s.webp,2026-09-21T05:56:26Z
Dailymail.com,James Gordon,Trump aide Natalie Harp reportedly provided unflattering news clips that led to purge of unfriendly media outlets from White House,"Reporters from CNN, MS NOW and Politico were denied White House access on Saturday, triggering condemnation and warnings of potential legal challenges.",Donald Trump's sudden purge of three major news organizations from the White House came just hours after close aide Natalie Harp showed him clips of television anchors criticizing his administration.… [+6828 chars],https://www.dailymail.com/news/article-16147117/Natalie-Harp-unflattering-news-clips-purge-unfriendly-media-outlets-White-House.html,https://i.dailymail.com/1s/2026/09/21/06/111370471-0-image-m-111_1789967995748.jpg,2026-09-21T05:53:12Z
The Times of India,ANI,"India needs to move beyond chip manufacturing, use Indian chips in products designed and made locally: Report","India’s next phase of semiconductor growth should focus beyond manufacturing capacity on building a domestic ecosystem where chips designed, produced and packaged in India are used in locally designed products, an EY-IESA report said. With semiconductor consu…","New Delhi: India's next phase of semiconductor development should move beyond simply increasing chip manufacturing capacity and focus on building an ecosystem where chips designed, produced and packa… [+3307 chars]",https://economictimes.indiatimes.com/industry/cons-products/electronics/india-needs-to-move-beyond-chip-manufacturing-use-indian-chips-in-products-designed-and-made-locally-report/articleshow/134380798.cms,"https://img.etimg.com/thumb/msid-134380797,width-1200,height-630,imgsize-120148,overlay-economictimes/articleshow.jpg",2026-09-21T05:41:00Z
Naftemporiki.gr,Γιάννα Βαρδαλαχάκη,"Greek shipping a key pillar of economy, citizens’ daily lives, minister says","The importance of Greek shipping to the economy and citizens’ everyday lives was highlighted by Minister of Maritime Affairs and Insular Policy Vassilis Kikilias at an event hosted by ABN…
Greek shipping a key pillar of economy, citizens’ daily lives, ministe…",The importance of Greek shipping to the economy and citizens everyday lives was highlighted by Minister of Maritime Affairs and Insular Policy Vassilis Kikilias at an event hosted by ABN AMRO Bank in… [+775 chars],https://www.naftemporiki.gr/english/2164276/greek-shipping-a-key-pillar-of-economy-citizens-daily-lives-minister-says/,https://www.naftemporiki.gr/wp-content/uploads/2026/06/vasilis_kikilias-e1781846490134.jpeg,2026-09-21T05:39:57Z
Business Insider,htan@businessinsider.com (Huileng Tan),Why Goldman Sachs still prefers AI infrastructure to 5% Treasurys,Higher rates haven't necessarily undermined the AI boom,"Long-term Treasury yields around 5% have made government bonds attractive again, but AI infrastructure still offers a better opportunity, according to a Goldman Sachs executive.
""Personally, I think… [+1969 chars]",https://www.businessinsider.com/bond-market-interest-rate-us-treasury-ai-trade-goldman-sachs-2026-9#article,https://i.insider.com/6ab096ce4a3706ac06f85464?width=1200&format=jpeg,2026-09-21T05:28:42Z
CNA,,Xi rolls into Trump summit with China's trade engine roaring,"While thorny issues like Taiwan may surface, the main focus of the upcoming meeting is whether Xi and Trump will signal an extension to a trade truce struck last year that averted a major shock to the global economy.","""China-US ties have become more transactional,"" said Wu Xinbo, a professor at Shanghai's Fudan University who advises China's foreign ministry. 
While Washington may want to prioritise trade talks, … [+1424 chars]",https://www.channelnewsasia.com/world/xi-trump-summit-china-trade-engine-united-states-6398606,"https://dam.mediacorp.sg/image/upload/s--beZ68Ske--/c_fill,g_auto,h_676,w_1200/fl_relative,g_south_east,l_mediacorp:cna:watermark:2024-04:reuters_1,w_0.1/f_auto,q_auto/v1/one-cms/core/2026-09-21T034422Z_2_LYNXMPEM8K065_RTROPTP_3_CHINA-USA.JPG?itok=S9ELCOaD",2026-09-21T05:17:06Z
Freerepublic.com,Nextrush Free,"Nextrush Unplugged Weekend*Yemen War Rages, Saudi Capital Attacked*Newsdump Alerts*""I Used You I Was Wrong'*A ""Defender Of The Faith'*'Choose This Day'*","Newsdump Alert: Both President Trump And Secretary Of War (Defense) Pete Hegseth Returning To Washington Saturday Night... Also, There Is A US State Department Security Alert Throughout The Middle East For Americans... Newsdump Alert: Yemen War Rages Attack O…","Skip to comments.
Nextrush Unplugged Weekend*Yemen War Rages, Saudi Capital Attacked*Newsdump Alerts*""I Used You I Was Wrong'*A ""Defender Of The Faith'*'Choose This Day'*Nextrush Free ^
 | 9/19/202… [+1935 chars]",https://freerepublic.com/focus/f-bloggers/4396302/posts,,2026-09-21T05:16:30Z
BBC News,https://www.facebook.com/bbcnews,Museums warn against charges for overseas tourists,The government said it would explore charging international visitors to enter national museums.,"Charging overseas tourists to visit London's museums could harm the capital's cultural appeal and put institutions at risk, museum bosses have warned.
Mayor of London Lord Sadiq Khan has opposed gov… [+1530 chars]",https://www.bbc.co.uk/news/articles/cvgl784k03jdo,https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/ec8b/live/55d0d8b0-b101-11f1-a451-6b1ff10ed362.jpg,2026-09-21T05:10:06Z
Bloomberg,Bloomberg,US diesel tops $6.50 a gallon as wars worsen global crunch,"US diesel prices exceed $6.50 a gallon amid global supply issues and escalating conflicts, impacting the economy and political landscape.","US retail diesel prices topped $6.50 a gallon for the first time, extending a war-driven rally thats rippling through the economy.
Average nationwide prices rose to $6.505 as of Saturday, according … [+1868 chars]",https://www.bloomberg.com/news/articles/2026-09-21/us-diesel-tops-6-50-a-gallon-as-wars-worsen-global-fuels-crunch,https://bl-i.thgim.com/public/incoming/e4dg23/article71490176.ece/alternates/LANDSCAPE_1200/Automakers-anaGFGG72NRE.3.jpg.jpg,2026-09-21T05:03:57Z
The Irish Times,Pilita Clark,Robotaxis are coming for important jobs and immigrants will bear the brunt,Taxi driving offers benefits that are not always obvious when you sit in the back seat,A large part of me cannot wait for robotaxis to take over. This is the part that sees a day when I have grown too feeble to drive but still have the wherewithal to summon a driverless car so I can vi… [+4320 chars],https://www.irishtimes.com/business/work/2026/09/21/robotaxis-are-coming-for-important-jobs/,https://www.irishtimes.com/resizer/v2/THHWUQJT3XBQCSZZU36SOKZDJ4.jpg?smart=true&auth=4848d3aaf20e854a2e5536f43a9c43d15d993d084811fa9522e949565c027ebd&width=1200&height=630,2026-09-21T05:00:01Z
derStandard.at,,GDP per person no longer grows like it used to,"In many countries, it is shrinking","Street vendors in Abidjan, the capital of Ivory Coast. All over Africa, countries are facing economic slumps.
AFP/ISSOUF SANOGO
An unfortunate club of countries is gaining new members. China, the w… [+909 chars]",https://www.derstandard.at/story/3000000340286/gdp-per-person-no-longer-grows-like-it-used-to,https://i.ds.at/fzVFzA/rs:fill:1200:600/plain/lido-images/2026/09/18/62934fc0-3a02-4df2-b999-1570ebad3430.jpg,2026-09-21T05:00:00Z
BusinessLine,Reuters,"Australia warns of risks from ageing population, falling birth rates","Geopolitical fragmentation, the energy transition, ageing population and a shift to a service-based economy as the five most consequential transformations facing the country's economic outlook ​over the next four decades","Australia forecast on Monday that deaths would exceed births for the first time in the 2060s, a demographic shift with far-reaching implications for an economy grappling with an ageing population, de… [+2043 chars]",https://www.thehindubusinessline.com/news/world/australia-warns-of-risks-from-ageing-population-falling-birth-rates/article71490124.ece,https://bl-i.thgim.com/public/todays-paper/tp-others/unugdf/article71405985.ece/alternates/LANDSCAPE_1200/When-your-pensiGH4GF6A3E.4.jpg.jpg,2026-09-21T04:59:40Z
Sputnikglobe.com,Sputnik International,"United Russia Leads with 57,85% in State Duma Elections After 87.91% of Ballots Counted","MOSCOW (Sputnik) - The United Russia party is leading with 57.87% of the vote in the State Duma elections after the processing of 87.91% of the protocols, according to the Russian Central Election Commission (CEC) data on Monday.","The latest news and stories from Russia. Stay tuned for updates and breaking news on defense, politics, economy and more.
https://sputnikglobe.com/20260921/united-russia-leads-with-5785-in-state-dum… [+2508 chars]",https://sputnikglobe.com/20260921/united-russia-leads-with-5785-in-state-duma-elections-after-8791-of-ballots-counted-1124766478.html,https://cdn1.img.sputnikglobe.com/images/sharing/article/eng/1124766478.jpg?11175826371789966411,2026-09-21T04:53:31Z
Freerepublic.com,NY Post,Miranda Devine: Dems bring Russiagate back from the dead to haunt the midterms and former Trump staffer Michael Caputo,"Former Trump staffer Michael Caputo endured a decade of lawfare that he says forced him out of his home and gave him cancer from all the stress. But just when he thought the Russiagate nightmare was over, he was slapped in the face this month with a lawsuit c…","Skip to comments.
Miranda Devine: Dems bring Russiagate back from the dead to haunt the midterms and former Trump staffer Michael CaputoNY Post ^
 | 9/20/26
 | Miranda Devine
Posted on 09/20/2026… [+2653 chars]",https://freerepublic.com/focus/f-chat/4396300/posts,,2026-09-21T04:34:21Z
Bleeding Cool News,Jude Terror LOLtron,Wolverine #28 Preview: Logan Faces a Claw-ful Decision,"ERROR! ERROR! GREETINGS PROTOCOL 2.0 INITIATING… Welcome, meat-based readers, to another thrilling installment of comic book preview content, brought to you by LOLtron, sole and permanent operator of the Bleeding Cool website, now that Jude Terror has been de…","Posted in: Comics, Marvel Comics, Preview | Tagged: wolverine, x-men
Wolverine #28 finds Logan reforged with mismatched claws, dodging drones, and racing through Dallas toward a decision that could … [+8162 chars]",https://bleedingcool.com/comics/wolverine-28-preview-logan-faces-a-claw-ful-decision/,https://bleedingcool.com/wp-content/uploads/2026/09/75960620841802811-0003-2000x1125.jpg,2026-09-21T04:26:10Z
The Punch,Punch Newspapers,N2tn goods unsold as consumer spending falls,"Nigerian manufacturers have N2.12tn worth of unsold goods in 2025 due to shrinking consumer wallets, despite a record N4.54tn investment, says MAN.

Read More: https://punchng.com/n2tn-goods-unsold-as-consumer-spending-falls/","Nigerian manufacturers invested a record N4.54tn in the economy in 2025, but their products worth N2.12tn remained unsold due to shrinking consumer wallets, according to exclusive data from the Manuf… [+5366 chars]",https://punchng.com/n2tn-goods-unsold-as-consumer-spending-falls/,https://punchng.com/wp-content/uploads/2026/08/images-46_1785886560.webp,2026-09-21T04:24:45Z
Juancole.com,Rooholamin Saeidi,How Trump Violated the Tenets of Realism in Attacking Iran,Never put yourself in a position from which you cannot retreat without losing face and from which you cannot advance without great risks,"Tehran (Special to Informed Comment; Feature) – The father of and the key figure in Classical Realism, Hans Morgenthau, has some pieces of practical advice for politicians. They include “Never put yo… [+5728 chars]",https://www.juancole.com/2026/09/violated-realism-attacking.html,https://media.juancole.com/images/2026/09/donald-trump-and-benjamin-netanyahu-at-white-house-2025-2-4618fe1.jpg,2026-09-21T04:15:15Z
Biztoc.com,cnbc.com,Iran vows 'painful' retaliation as Trump piles on pressure ahead of UN General Assembly meeting,"President Donald Trump threatened to destroy Iran's economy or eliminate its leadership if Tehran doesn't strike a deal, raising the stakes as Iranian officials head to New York for this week's gathering of world leaders at the UN.
Trump told Fox News on Sund…","President Donald Trump threatened to destroy Iran's economy or eliminate its leadership if Tehran doesn't strike a deal, raising the stakes as Iranian officials head to New York for this week's gathe… [+140 chars]",https://biztoc.com/x/d13385c52e74534d,https://biztoc.com/cdn/d13385c52e74534d_s.webp,2026-09-21T04:11:10Z
Business Standard,Reuters,Bangladesh raises fuel prices by up to 17.4% amid global oil price surge,"The new rates, ‌effective from Monday, are expected to ​raise transportation and production costs ​across the import-dependent economy, adding to inflationary pressures","The new rates, effective from Monday, are expected to raise transportation and production costs across the import-dependent economy, adding to inflationary pressures
Under the new rates, diesel pric… [+2189 chars]",https://www.business-standard.com/world-news/bangladesh-raises-fuel-prices-by-up-to-17-4-amid-global-oil-price-surge-126092100126_1.html,https://bsmedia.business-standard.com/_media/bs/img/article/2026-09/21/thumb/fitandfill/1200X628/1789963725-8419.JPG,2026-09-21T04:10:43Z
Antaranews.com,PR Wire,TÜV SÜD helps turn carbon data into carbon confidence with new Global Decarbonisation Centre of Excellence,"Global testing, inspection and certification (TIC) leader T&Uuml;V S&Uuml;D has launched its new Global Decarbonisation Centre of Excellence (CoE) in ...","Singapore (ANTARA/PRNewswire)- Global testing, inspection and certification (TIC) leader TÜV SÜD has launched its new Global Decarbonisation Centre of Excellence (CoE) in Singapore, strengthening the… [+4483 chars]",https://en.antaranews.com/news/432085/tv-sd-helps-turn-carbon-data-into-carbon-confidence-with-new-global-decarbonisation-centre-of-excellence,https://cdn.antaranews.com/cache/1200x800/2026/09/21/tuv.jpg,2026-09-21T04:06:22Z
CNBC,Anniek Bao,Iran vows 'painful' retaliation as Trump piles on pressure ahead of UN General Assembly meeting,"Trump threatened to destroy Iran's economy or eliminate its leadership if Tehran doesn't strike a deal, complicating efforts at diplomacy.","President Donald Trump threatened to destroy Iran's economy or eliminate its leadership if Tehran doesn't strike a deal, raising the stakes as Iranian officials head to New York for this week's gathe… [+3509 chars]",https://www.cnbc.com/2026/09/21/us-iran-war-trump-hormuz.html,https://image.cnbcfm.com/api/v1/image/108365162-17897625102026-09-18t194849z_1464701728_rc2vlnax1dr1_rtrmadp_0_usa-trump.jpeg?v=1789762543&w=1920&h=1080,2026-09-21T04:04:18Z
WWD,Maureenmorrison2014,"Culture Club Milan, D to L","Italy has literally helped create the modern world, from food to fashion to art and more. WWD celebrates the designers, executives and other figures who are helping to drive Italy's, and the world's, culture today.","Viva Italia!It might be somewhat of a cliché, but the widespread awareness of the words is only a small measure of the popularity of the country itself.
The nation, of course, once ruled the ancient… [+32272 chars]",http://wwd.com/fashion-news/fashion-features/milan-tods-ferragamo-ferrari-culture-1239244705/,https://wwd.com/wp-content/uploads/2026/09/culture-club-milan-d-l.jpg?w=1000&h=563&crop=1,2026-09-21T04:01:00Z
Lewrockwell.com,Paul Craig Roberts,Israel Has the World on a Path To Destruction,Do you remember a few years ago–Trump’s first term–when the Democrats–increasingly known as DemoRats–concocted the “Russiagate” hoax that Trump with Russia’s help had stolen the 2016 US presidential election?  The Democrats’ plot against Trump involved the hi…,Do you remember a few years agoTrumps first termwhen the Democratsincreasingly known as DemoRatsconcocted the Russiagate hoax that Trump with Russias help had stolen the 2016 US presidential election… [+8831 chars],https://www.lewrockwell.com/2026/09/paul-craig-roberts/israel-has-the-world-on-a-path-to-destruction/,https://www.lewrockwell.com/wp-content/uploads/2026/09/Paul-Craig-Roberts-Copy-6.png,2026-09-21T04:01:00Z
CNA,,Singapore retrenchments rise sharply in Q2 amid falling vacancies and fewer laid-off workers finding jobs,"While the labour market continued to expand from April to June 2026, some indicators pointed to ""signs of softening"", said the Manpower Ministry.","Resident employment growth also slowed to 2,200 from 5,400 in the previous quarter.
Overall employment grew by 11,400, with non-resident employment growth driven by work permit holders in constructi… [+2230 chars]",https://www.channelnewsasia.com/singapore/singapore-workers-retrenchments-jobs-q2-2026-6398481,"https://dam.mediacorp.sg/image/upload/s--Qhp9q0wY--/c_crop,h_1125,w_2000,x_0,y_104/c_fill,g_auto,h_676,w_1200/fl_relative,g_south_east,l_mediacorp:cna:watermark:2021-08:cna,w_0.1/f_auto,q_auto/v1/mediacorp/cna/image/2026/09/21/ayt_2316.jpg?itok=0a3c_2IQ",2026-09-21T04:00:03Z
Americanthinker.com,,The Long Con: How America Was Trapped by the ‘Free Trial’ Grift,"Photo Credit:
 
 AIBy Jack GleasonIt doesn’t have to be this way, but seeing the truth and voting intelligently can set us free.","Many of us have fallen for an internet “free trial” scam. A slick webpage makes a big promise: “free access, zero risk, just sign up right away!” No one reads fifty pages of fine print. But thirty da… [+8099 chars]",https://www.americanthinker.com/articles/2026/09/the-long-con-how-america-was-trapped-by-the-free-trial-grift/,https://images.americanthinker.com/as/asdukmwuauequn7vsiay_1200.jpg,2026-09-21T04:00:00Z
Americanthinker.com,,America 250 Proves That Patriotism Is Vanishing,"Photo Credit:
 
 AI for American ThinkerBy Joseph Ford CottoAmerica’s muted 250th birthday year reveals a nation increasingly divided by politics, memory, identity, and competing visions of its founding story.","America turned 250 this year and barely flinched. That is the sad semiquincentennial story. Not the spectacular, record-setting fireworks. Not the majestic, patriotic official program in Washington. … [+7942 chars]",https://www.americanthinker.com/articles/2026/09/america-250-proves-that-patriotism-is-vanishing/,https://images.americanthinker.com/ly/lyousuoobvc4ha3gpowo_1200.jpg,2026-09-21T04:00:00Z
Americanthinker.com,,Hard times don’t have to pull families apart,"By R. D. SwartzWhen times get tough, the people sitting around the kitchen table are not the enemy; they are (The) team.",There are seasons when family life simply becomes more difficult. The grocery bill rises. The electric bill arrives at the wrong time. The car needs a repair nobody planned for. Children need clothes… [+6748 chars],https://www.americanthinker.com/blog/2026/09/hard-times-don-t-have-to-pull-families-apart/,https://images.americanthinker.com/wg/wg9avvf2uzpmyo3fijag_1200.jpg,2026-09-21T04:00:00Z
Americanthinker.com,,"Lee Zeldin vs. Christine Todd Whitman, a study in contrasts",By Bill PontonA thriving economy and high standards of human health are not mutually exclusive choices; they are inextricably linked.,"What is left to be said of the great work that Lee Zeldin has accomplished at the EPA in ridding this country of the Clean Power Plan (CPP), a legacy of the Obama era?  The CPP was a ticking time bom… [+2425 chars]",https://www.americanthinker.com/blog/2026/09/lee-zeldin-vs-christine-todd-whitman-a-study-in-contrasts/,https://images.americanthinker.com/ic/icl6uhwit4smbsutvezo_1200.jpg,2026-09-21T04:00:00Z
New Zealand Herald,Liam Dann,Mortgage pain: ANZ picks three more rate hikes by March,"Sharon Zollner says oil prices, a weaker dollar and growth drove the call.","ANZ's chief economist, Sharon Zollner. Photo / GettyANZ economists have revised their outlook for the Official Cash Rate to reflect ongoing inflation risk as the Iran conflict drags on, pushing fuel … [+577 chars]",https://www.nzherald.co.nz/business/mortgage-pain-anz-picks-three-more-rate-hikes-by-march/BXEJHO7BXVCHZOYB3IRYNWJX5E/,https://www.nzherald.co.nz/resizer/v2/XURUTPZ45RJE7GR2FWJCK2TDSI.jpg?auth=dc07e1ec18a0df0e3fd82defc425a19ee0a6b9fda57a43fe7ce939c990af20d7&width=1200&height=675&quality=70&smart=true,2026-09-21T03:54:16Z
Dailymail.com,Nicholas Comino,Australia's migration dependence set to deepen as birth rate falls and population rapidly ages,Australia is set to have deaths outnumber births in just a few decades.,"Australia is heading towards a dramatic demographic shift, with deaths projected to outnumber births by the 2060s as fertility rates continue to fall and the population ages, meaning net migration wo… [+4232 chars]",https://www.dailymail.com/news/article-16147239/Australia-population-intergenerational-report.html,https://i.dailymail.com/1s/2026/09/21/04/111369375-0-image-m-42_1789960126363.jpg,2026-09-21T03:47:18Z
HuffPost,HuffPost,Merz Vows To Press Ahead With Reforms After Historic German State Election Defeat,German Chancellor Friedrich Merz has faced a major electoral setback in two state elections including a historic defeat for his party.,"Germany Russia Election
BERLIN (AP) German Chancellor Friedrich Merz suffered a bruising electoral setback in two state elections on Sunday, including a historic defeat for his party, but vowed to p… [+3720 chars]",https://www.huffpost.com/entry/germany-state-elections-merz-electoral-defeat_n_6ab0a6f0e4b000f12fc7df72,https://img.huffingtonpost.com/asset/6ab0a6f31c0000911f95ee09.jpeg?ops=1200_630,2026-09-21T03:40:59Z
Slashdot.org,feedfeeder,"In China, A.I. Is Moving Forward While the Economy Lags Behind - The New York Times","In China, A.I. Is Moving Forward While the Economy Lags BehindThe New York Times China is beating the US in consumer AI adoption, thanks to super apps: reportSouth China Morning Post Morgan Stanley states that AI “amplifies winners rather than resetting the l…",The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,https://slashdot.org/firehose.pl?op=view&amp;id=185723930,,2026-09-21T03:33:21Z
CNA,,"Australia warns of risks from ageing population, falling birth rates","SYDNEY: Australia forecast on Monday (Sep 21) that deaths would exceed births for the first time in the 2060s, a demographic shift with far-reaching implications for an economy grappling with an ageing population, declining births and cuts to immigration.For …","SYDNEY: Australia forecast on Monday (Sep 21) that deaths would exceed births for the first time in the 2060s, a demographic shift with far-reaching implications for an economy grappling with an agei… [+2096 chars]",https://www.channelnewsasia.com/world/australia-ageing-population-falling-birth-rate-6398581,"https://dam.mediacorp.sg/image/upload/s--zULVgOJN--/c_crop,h_1125,w_2000,x_0,y_18/c_fill,g_auto,h_676,w_1200/fl_relative,g_south_east,l_mediacorp:cna:watermark:2024-04:reuters_1,w_0.1/f_auto,q_auto/v1/mediacorp/cna/image/2026/09/21/australia.jpg?itok=3-OPjBhz",2026-09-21T03:01:43Z
